,Product,URL,Image
0,"Curly Hair Products Gift Set by Carol's Daughter, Coco Creme Sulfate Free Shampoo and Conditioner Set with Silicone Free Hair Butter, for Very Dry Curly Hair, with Coconut Oil and Mango Butter",https://www.amazon.com/Products-Carols-Daughter-Conditioner-Silicone/dp/B07R4Y4TJW?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/814htY8pTIL._SX679_.jpg
1,"Carol’s Daughter Black Vanilla Moisture and Shine Shampoo and Conditioner Set For Dry Hair and Dull Hair, Sulfate Free Shampoo and Hydrating Hair Conditioner (Packaging May Vary)",https://www.amazon.com/Carols-Daughter-Black-Vanilla-Brittle/dp/B0753Q75KZ?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/91BPlfVmepL._SX679_.jpg
2,"Carol’s Daughter Almond Milk Daily Damage Repair Sulfate Free Shampoo and Conditioner Set for Damaged Hair, Shampoo and Restoring Hair Conditioner with Shea and Aloe",https://www.amazon.com/Daughter-Sulfate-Shampoo-Conditioner-Restoring/dp/B0753PCJJW?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/51q-dkTqMHL._SX679_.jpg
3,"Carol's Daughter Goddess Strength 4 Full Size Products Hair Care Set - Sulfate Free Shampoo, Conditioner, Leave In, Scalp & Hair Oil Treatment- For Curly, Natural Hair",https://www.amazon.com/Carols-Daughter-Fortifying-Conditioner-Strengthening/dp/B08KXC1465?ref_=ast_sto_dp&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/41T26b80Y6L._SX300_SY300_QL70_FMwebp_.jpg
4,"Carol's Daughter Wash Day Delight Sulfate Free Clarifying Shampoo and Conditioner Set with Aloe ($22 Value) - For Curly, Natural Hair, 2 Full Size Products",https://www.amazon.com/Carols-Daughter-Shampoo-Conditioner-Hydration/dp/B08KXFNV1X?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/61MEZlx1feL._SX679_.jpg
5,"Curly Hair Products by Carol's Daughter, Hair Milk Sulfate Free Cleansing Conditioner For Curls, Coils and Waves, with Agave and Shea Butter, Sulfate Free Co Wash, 12 Fl Oz (Packaging May Vary)",https://www.amazon.com/Carols-Daughter-Hair-Cleansing-Conditioner/dp/B00L3PCOM8?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/81Q0RpLeJML._SX679_.jpg
6,"Carol’s Daughter Goddess Strength Fortifying Paraben Free Conditioner with Castor Oil, Black Seed Oil and Ginger, For Weak, Breakage Prone Hair, 11 fl oz",https://www.amazon.com/Fortifying-Conditioner-Breakage-Carols-Daughter/dp/B07YFDXF5V?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/81MSy3NWi8L._SX679_.jpg
7,"Carol’s Daughter Coco Creme Curl Quenching Conditioner for Very Dry Hair, with Coconut Oil, Paraben Free Hair Conditioner for Curly Hair, 12 oz",https://www.amazon.com/Carols-Daughter-Creme-Creamy-Conditioner/dp/B07CMJDFF1?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/81r3tnBypNL._SX679_.jpg
8,"Carol's Daughter Detangling Jelly-to-Cream Conditioner With Glycerin and Rose Water, Moisturizing Conditioner for Curly Hair Paraben Free for Moisture, Hydration, and Shine, Curl Conditioner 20 Oz",https://www.amazon.com/Carols-Daughter-Detangling-Conditioner-Moisturizing/dp/B08KX82J6N?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/81fiQPXIXNL._SX679_.jpg
9,"Carol’s Daughter Black Vanilla Moisture & Shine Hydrating Hair Conditioner for Dry Hair and Dull Hair, with Shea Butter, Biotin and Vitamin B5, 12 fl oz",https://www.amazon.com/Carols-Daughter-Moisture-Hydrating-Conditioner/dp/B00JLNQBFK?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/81JchMX9aOL._SX679_.jpg
10,"Carol's Daughter Wash Day Delight Water-to-Foam Sulfate Free Vegan Shampoo with Rose Water and Micellar Technology, Paraben Free, Silicone Free, Best for Kinky, Curly Hair, 16.9 fluid ounces",https://www.amazon.com/Carols-Daughter-Micellar-Technology-Silicone/dp/B08LFS4HGG?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/81VUBI6wQKL._SX679_.jpg
