,Product,URL,Image
0,"Pacifica Beauty Pineapple Curls Defining Shampoo + Pineapple Curls Defining Conditioner | Hyaluronic Acid | For Curly and Textured Hair | 100% Vegan & Cruelty Free | Sulfate, Silicone + Paraben Free",https://www.amazon.com/Pacifica-Pineapple-Defining-Conditioner-Hylauronic/dp/B098BTC4LL?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/71p9iNwhBlS._SX679_.jpg
1,"Pacifica Beauty, Pineapple Curls Curl Enhancing Natural Shampoo, For Curly, Coily, & Textured Hair Types, Fresh Pineapple Scent, Hyaluronic Acid + Argan Oil, Silicone Free, Vegan + Cruelty Free",https://www.amazon.com/Pacifica-water-sleek-shiny-shampoo/dp/B082G1H1BN?ref_=ast_sto_dp,https://m.media-amazon.com/images/I/71U-zllG4vL._SX679_.jpg
2,"Pacifica Beauty, Pineapple Curls Curl Defining Natural Conditioner, For Curly, Coily and Textured Hair Types, Fresh Pineapple Scent, Sulfate Free and Silicone Free, 100% Vegan and Cruelty Free",https://www.amazon.com/Pacifica-Beauty-Pineapple-Defining-Conditioner/dp/B0799S6WBW?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/717n4hyJnGL._SY879_.jpg
3,"Pacifica Beauty, Pineapple Curls Curl Defining Cream, For Curly, Coily and Textured Hair Types, Fresh Pineapple Scent, With Hyaluronic Acid + Coconut Oil, Silicone Free, 100% Vegan and Cruelty Free",https://www.amazon.com/Pacifica-Beauty-Pineapple-Swirl-Defining/dp/B07HLJ7MHL?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/516vcbrpV2L._SX679_.jpg
4,"Pacifica Beauty, Pineapple Curls Nourishing Hair Mask, Hydrate And Soften, 100% Vegan And Cruelty Free, Sulfate And Paraben Free, Clean Hair Care",https://www.amazon.com/Pacifica-Beauty-Pineapple-Hydrate-Nourishing/dp/B0799F15C6?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/71lyGzwXS6S._SX679_.jpg
5,"Pacifica Beauty, Pineapple Curls Refresher Mist, Refresher Spray for Curls, Coils and Waves, For Textured Curly Hair, 100% Vegan and Cruelty Free, Sulfate and Paraben Free, Clean Hair Care, 4 Fl Oz",https://www.amazon.com/Pacifica-Pineapple-Refresher-Textured-Cruelty/dp/B09358B5MR?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/61HB8N8ePDS._SX679_.jpg
6,"Pacifica Beauty Pineapple Curls Pomade| Hyaluronic Acid | For Curly and Textured Hair | 100% Vegan & Cruelty Free | Sulfate, Silicone + Paraben Free",https://www.amazon.com/Pacifica-Curls-Pomade-Yellow-Pineapple/dp/B08Z36M85K?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/31BbCv+fDQL.jpg
7,Pacifica Beauty Salty Waves Texturizing Shampoo + Salty Waves Texturizing Conditioner | For All Hair Types | Perfect and Effortless Beach Hair | 100% Vegan & Cruelty Free | Sulfate + Paraben Free,https://www.amazon.com/Pacifica-Texturizing-Shampoo-Conditioner-Effortless/dp/B098R9QWZ6?ref_=ast_sto_dp&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/41DxalL3KkS._SX300_SY300_QL70_FMwebp_.jpg
8,"Pacifica Beauty Salty Waves Hydrating and Texturizing Shampoo, Revives Dry, Damaged Hair, Vegan and Cruelty Free, 12 Fl Oz",https://www.amazon.com/Pacifica-water-sleek-shiny-shampoo/dp/B082G1PXB3?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/71+xgFLHjwL._SX679_.jpg
9,"Pacifica Beauty Salty Waves Texturizing and Moisturizing Conditioner, For All Hair Types, Vegan & Cruelty Free, 8 Fl Oz",https://www.amazon.com/Pacifica-Beauty-Salty-Texturizing-Conditioner/dp/B072JNSJ67?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/71diIV0ne8L._SX679_.jpg
